Tracking_ID,Warehouse_Zone,Mode_of_Shipment,Customer_Inquiries,Customer_Score,Product_Cost_SAR,Previous_Orders,Product_Priority,Gender,Discount_offered,Product_Weight_g,is_delayed
09FF4BB052CE,North_Hub,Premium_Air,3,1,847.5,2,medium,F,6,4946,1
36A516D22531,Central_Port,Standard_Sea,5,5,960.0,5,medium,M,2,1693,1
C4B606FF15BD,Central_Port,Standard_Sea,3,4,630.0,2,medium,M,9,5235,1
AF6B495DD2D7,North_Hub,Standard_Sea,5,1,862.5,6,low,F,60,2067,1
536326188B56,Central_Port,Premium_Air,4,4,742.5,6,medium,M,9,5730,1
98A561C5CB2F,Central_Port,Standard_Sea,4,4,390.0,4,low,M,6,4323,1
E9F8A8C6499C,North_Hub,Standard_Sea,2,2,941.25,6,medium,F,1,4165,1
05734F848CEF,North_Hub,Premium_Air,6,5,937.5,4,low,M,8,1689,0
771DDB739460,Central_Port,Standard_Sea,4,1,855.0,3,medium,M,4,5347,1
516D51B2955C,West_Hub,Standard_Sea,3,4,1016.25,2,medium,M,6,4218,0
F0CE886CA0B3,East_Hub,Ground_Freight,6,5,825.0,3,medium,M,1,5508,0
BA486058E227,Central_Port,Standard_Sea,4,4,723.75,3,low,M,2,5975,1
15AEFC83749A,South_Hub,Standard_Sea,6,4,881.25,6,low,M,1,5533,1
587A49055762,North_Hub,Standard_Sea,5,5,498.75,3,medium,F,21,1648,1
FF805620597E,South_Hub,Standard_Sea,5,1,840.0,2,medium,M,4,5063,0
BA9C56224705,South_Hub,Standard_Sea,3,3,757.5,2,medium,M,39,3857,1
89A2B0DBFDBD,West_Hub,Ground_Freight,4,5,596.25,4,medium,F,4,4816,0
31C90B860EF8,East_Hub,Standard_Sea,6,2,918.75,4,low,F,8,1904,0
251162B16155,North_Hub,Standard_Sea,4,3,986.25,5,low,F,10,1762,0
BC229EB85447,South_Hub,Standard_Sea,4,5,637.5,3,low,M,2,5671,0
DB55DA3FC309,Central_Port,Premium_Air,4,2,502.5,2,low,F,43,1714,1
975CAC25CB29,West_Hub,Ground_Freight,3,5,705.0,3,high,F,6,4234,1
AD1F3889D003,Central_Port,Standard_Sea,3,5,611.25,2,low,F,49,1034,1
E846D5998343,East_Hub,Standard_Sea,4,3,847.5,6,medium,M,6,1704,1
83F16A7746E6,Central_Port,Standard_Sea,6,4,1065.0,4,low,M,7,1584,0
DEBC96817A35,South_Hub,Premium_Air,3,1,993.75,4,low,M,50,2249,1
C1A30A81AD5A,North_Hub,Standard_Sea,4,5,877.5,5,low,F,3,1469,1
173AE8BA5D23,North_Hub,Premium_Air,5,4,892.5,3,high,F,5,5907,1
1EAF311A9044,South_Hub,Premium_Air,3,5,618.75,4,low,M,6,4795,1
98FD5CBF0979,South_Hub,Standard_Sea,3,3,821.25,3,high,M,5,4321,0
DFAAFBAB1AB9,South_Hub,Standard_Sea,6,2,843.75,4,low,M,6,5787,1
F3A2520E3120,West_Hub,Standard_Sea,4,3,498.75,2,low,M,9,4145,0
2A9BC42ABBB7,West_Hub,Standard_Sea,5,4,663.75,2,low,M,2,5618,1
3EE27D552F04,North_Hub,Standard_Sea,5,4,881.25,3,low,M,3,4411,1
1E391C412E2B,Central_Port,Standard_Sea,4,4,547.5,3,low,M,10,4472,1
C60E2531069D,Central_Port,Standard_Sea,4,1,618.75,4,medium,F,34,1831,1
310ACD4AD517,North_Hub,Standard_Sea,3,1,697.5,3,high,F,1,5694,1
5932CB6E58EF,East_Hub,Ground_Freight,3,2,630.0,3,low,M,15,1862,1
4BAABEAAD579,East_Hub,Standard_Sea,4,2,836.25,3,medium,F,7,5977,0
ED50AA5EAEA8,South_Hub,Standard_Sea,5,5,558.75,3,medium,M,9,5979,0
A24CC8EC4A03,Central_Port,Ground_Freight,5,4,858.75,2,medium,F,10,5001,0
BF4A97BD2C1D,North_Hub,Standard_Sea,4,4,382.5,3,high,F,9,5644,1
2206B111C94D,East_Hub,Standard_Sea,3,2,780.0,4,medium,M,52,2900,1
B192C9BBEFCB,North_Hub,Standard_Sea,4,2,585.0,3,low,M,3,5923,0
3141D9C749E8,South_Hub,Standard_Sea,4,5,603.75,2,medium,M,55,1457,1
670B08A87508,South_Hub,Ground_Freight,4,1,892.5,3,low,M,4,5449,1
56771E02F315,North_Hub,Standard_Sea,4,4,611.25,3,low,M,3,4185,1
06CEEF971553,North_Hub,Standard_Sea,4,5,907.5,4,low,F,35,3215,1
0C8EC1622A7E,South_Hub,Premium_Air,3,5,832.5,3,low,F,10,5185,1
1ACC01F346B3,South_Hub,Standard_Sea,5,1,802.5,3,low,M,33,2562,1
D00E9CCF9BE4,Central_Port,Standard_Sea,5,5,772.5,3,low,M,1,5520,0
62A0EAE98B9F,South_Hub,Standard_Sea,2,3,926.25,2,medium,F,62,3127,1
D7F35B827337,East_Hub,Ground_Freight,3,3,525.0,2,low,F,3,5713,0
013B42B6EDF9,South_Hub,Standard_Sea,5,5,828.75,5,low,F,3,1220,0
0A5C81430EF4,South_Hub,Standard_Sea,4,5,727.5,8,medium,F,9,4843,1
737B826F4363,Central_Port,Standard_Sea,4,5,641.25,3,low,F,10,4752,1
22D04F665519,North_Hub,Standard_Sea,2,3,412.5,5,low,M,3,4124,0
36A02B1565E3,West_Hub,Ground_Freight,2,4,922.5,2,medium,M,1,5374,1
360A93C2FF75,South_Hub,Standard_Sea,4,2,600.0,2,medium,M,3,4304,1
5214CBA490A7,South_Hub,Standard_Sea,3,1,581.25,3,medium,F,2,5446,0
886C87E63245,East_Hub,Premium_Air,4,5,855.0,5,low,M,2,1996,0
E4AC7C04EBA2,South_Hub,Standard_Sea,4,5,645.0,4,medium,M,8,5900,1
9FC7EF2C7100,East_Hub,Standard_Sea,5,2,600.0,3,high,M,3,4599,0
F5904C2F6BDF,North_Hub,Standard_Sea,5,4,1031.25,2,medium,M,10,5395,1
291E5716005F,North_Hub,Standard_Sea,6,3,656.25,5,medium,F,64,1860,1
A6D4096B24CD,Central_Port,Standard_Sea,3,2,690.0,5,high,F,26,3336,1
A08C5CFFFDE5,Central_Port,Standard_Sea,4,2,873.75,2,low,F,5,4817,0
9EADF697DB31,West_Hub,Premium_Air,6,1,1023.75,4,medium,F,6,1524,0
739EC77B846A,Central_Port,Premium_Air,3,5,585.0,3,medium,F,2,4190,1
2B8AE4541022,East_Hub,Ground_Freight,3,3,585.0,6,low,M,45,1602,1
181D0C8829A8,Central_Port,Ground_Freight,2,4,907.5,3,medium,M,8,4898,0
41E32284DF1A,North_Hub,Standard_Sea,5,4,828.75,2,low,F,59,3444,1
FB7FB643EFF7,North_Hub,Standard_Sea,2,4,472.5,5,medium,M,2,5461,0
1D4F494A8706,Central_Port,Standard_Sea,5,2,577.5,4,low,F,8,4820,0
C05B79D959E2,West_Hub,Ground_Freight,4,2,813.75,2,low,M,4,5539,0
B71E3F939838,East_Hub,Standard_Sea,4,3,776.25,3,low,F,7,4220,1
EE0015C94A62,Central_Port,Premium_Air,6,1,1068.75,4,low,F,3,1448,1
C6F3AC57944A,North_Hub,Standard_Sea,3,1,836.25,3,low,F,22,3795,1
6EF9DBF00031,Central_Port,Standard_Sea,4,3,1027.5,3,medium,F,8,4276,0
1CEA97C28CD6,Central_Port,Standard_Sea,3,5,1016.25,4,low,M,3,5831,1
919C68FF757C,West_Hub,Standard_Sea,4,3,675.0,3,medium,M,5,4038,1
54D3D871D13E,East_Hub,Standard_Sea,5,2,993.75,3,low,M,8,5447,1
6BEB5EB7EEFD,Central_Port,Standard_Sea,6,1,963.75,4,medium,F,3,5656,1
E69538673155,South_Hub,Standard_Sea,5,2,922.5,3,low,M,2,4054,1
B858460B54CC,North_Hub,Standard_Sea,6,2,1128.75,4,medium,M,10,1747,1
ECDAC8C096F7,Central_Port,Standard_Sea,4,3,566.25,3,medium,F,9,4908,0
AE6CE4A72880,Central_Port,Premium_Air,4,3,772.5,4,low,M,1,4596,1
202F269C110D,North_Hub,Standard_Sea,5,1,952.5,6,low,M,1,1021,0
F6CDB47F84D8,West_Hub,Standard_Sea,4,2,521.25,3,medium,M,10,4648,0
4CD473873E0F,North_Hub,Standard_Sea,4,2,1020.0,2,low,F,1,5939,1
11D1FF4EDD53,East_Hub,Standard_Sea,3,4,1005.0,2,high,F,39,2822,1
0F0213AF69AE,South_Hub,Premium_Air,4,1,877.5,6,low,M,7,1711,0
6E237B1F8DC0,East_Hub,Standard_Sea,4,3,738.75,3,low,M,2,4410,0
E7CB53C0F89E,South_Hub,Standard_Sea,4,1,941.25,4,low,M,3,4433,0
5620E84BE3E5,North_Hub,Standard_Sea,4,5,806.25,2,medium,F,34,2258,1
B2B2F104D32C,North_Hub,Standard_Sea,3,4,787.5,3,low,F,7,2878,1
7199A648B588,Central_Port,Standard_Sea,4,2,926.25,5,medium,F,17,3630,1
ABBBFF138EFE,Central_Port,Standard_Sea,4,1,615.0,4,low,M,6,4432,1
F57B8252CEA0,Central_Port,Standard_Sea,4,4,622.5,5,low,F,54,1203,1
AC592C8DB7E8,Central_Port,Standard_Sea,3,5,633.75,2,medium,F,4,4466,1
B782385FAFDD,East_Hub,Standard_Sea,4,3,772.5,4,medium,M,1,4812,1
5442D818CF88,Central_Port,Ground_Freight,4,3,776.25,3,medium,F,5,4847,1
D09827D99CA7,West_Hub,Ground_Freight,5,3,416.25,4,medium,F,8,4575,0
B8A4EAD8B1C1,Central_Port,Standard_Sea,4,5,1027.5,3,medium,M,5,4773,0
137C149A3ED1,Central_Port,Standard_Sea,4,5,1027.5,3,medium,M,4,4521,0
5173A948F060,Central_Port,Ground_Freight,3,5,592.5,3,low,M,10,4861,0
48F89B630677,South_Hub,Standard_Sea,4,1,1031.25,10,medium,F,23,2726,1
B85DFD48CCCE,West_Hub,Premium_Air,3,3,693.75,2,low,M,4,4746,0
F5D2825FFFA0,Central_Port,Standard_Sea,6,3,618.75,5,medium,M,5,4871,0
FFF62C78FB27,Central_Port,Standard_Sea,5,5,502.5,3,high,F,5,5783,1
2CB8B923F6D8,South_Hub,Standard_Sea,4,4,566.25,2,low,M,3,4105,1
D5B148567313,South_Hub,Ground_Freight,3,2,592.5,3,medium,F,39,1512,1
07408B004E16,North_Hub,Ground_Freight,4,1,866.25,5,medium,F,10,1144,0
1253E9373E78,North_Hub,Standard_Sea,3,3,817.5,3,low,M,3,2255,1
E22E9C22F92B,Central_Port,Premium_Air,3,4,952.5,2,high,M,56,3266,1
3B38239024A8,South_Hub,Premium_Air,3,4,750.0,4,medium,F,8,4944,0
A807C0DC0A5B,West_Hub,Premium_Air,4,2,862.5,3,medium,M,33,3602,1
5E018BD95284,North_Hub,Standard_Sea,4,1,716.25,2,low,F,4,5851,1
822FB7B543BF,East_Hub,Standard_Sea,6,5,933.75,4,low,F,8,1274,0
587376AAE9D8,Central_Port,Standard_Sea,5,3,911.25,5,medium,M,8,1223,1
8296F1F76B7D,Central_Port,Standard_Sea,4,4,720.0,2,low,M,7,4151,0
EE94E4657435,Central_Port,Standard_Sea,6,2,1072.5,4,low,F,3,1959,0
ED46F81F54D1,South_Hub,Standard_Sea,3,3,558.75,3,low,M,6,4654,0
D6351C49477D,North_Hub,Standard_Sea,3,1,761.25,3,medium,F,4,4965,0
55ECC3290070,West_Hub,Ground_Freight,4,3,667.5,2,medium,F,9,4322,1
825A9788AF8D,East_Hub,Standard_Sea,4,3,742.5,2,low,M,5,5724,1
F86CB6F7591D,North_Hub,Standard_Sea,3,1,532.5,4,medium,M,7,4780,0
6058CE19EF73,Central_Port,Standard_Sea,5,1,971.25,3,low,M,1,5725,0
CBE52A3141E6,Central_Port,Standard_Sea,3,4,858.75,6,medium,F,3,5471,0
5FBC314FB0B5,East_Hub,Premium_Air,3,3,956.25,2,high,M,7,3311,1
9553627933B2,West_Hub,Standard_Sea,2,2,573.75,2,low,M,46,1130,1
5AF81363D22C,North_Hub,Standard_Sea,4,5,525.0,3,medium,F,8,4956,0
26D72E99775E,West_Hub,Standard_Sea,4,5,1031.25,6,low,M,3,5008,0
EE47968EC53B,Central_Port,Standard_Sea,4,4,926.25,3,low,M,55,2361,1
6AEA7C4F81EB,Central_Port,Ground_Freight,4,5,652.5,3,medium,F,8,5576,0
8AE6830F615B,West_Hub,Standard_Sea,3,3,555.0,3,low,F,8,5622,0
D5330200931A,East_Hub,Premium_Air,4,4,990.0,5,low,M,3,1782,0
F16E7EB58B27,South_Hub,Standard_Sea,5,2,588.75,3,low,M,1,1798,1
DFC8E74194E7,Central_Port,Ground_Freight,5,1,941.25,6,low,F,3,1562,0
BE47ADDBCB8F,West_Hub,Premium_Air,2,1,592.5,3,medium,F,51,1540,1
3B7DC65FD47F,West_Hub,Standard_Sea,4,5,892.5,10,medium,M,38,3556,1
51CFE39433C3,Central_Port,Premium_Air,5,4,858.75,3,medium,M,29,2505,1
A8CEE66E4788,North_Hub,Standard_Sea,3,1,641.25,2,low,M,34,1999,1
0358720D4A0E,South_Hub,Standard_Sea,4,2,1005.0,3,low,F,3,5488,1
B8B445BA5DDC,Central_Port,Standard_Sea,4,4,660.0,3,low,F,1,4774,0
2C56403FCFFB,Central_Port,Ground_Freight,5,2,967.5,5,low,M,3,1824,0
6D6AE523EDC2,South_Hub,Standard_Sea,3,4,963.75,3,medium,M,56,2941,1
4046C1BE5D83,South_Hub,Standard_Sea,4,5,817.5,6,low,M,5,4364,1
06CA9051BA43,Central_Port,Ground_Freight,3,4,776.25,2,low,M,6,5852,1
0D5A75339F4B,East_Hub,Standard_Sea,4,3,592.5,3,high,M,1,5089,1
B9C3928BDE57,North_Hub,Standard_Sea,4,4,892.5,5,low,M,1,4753,0
EC1C7D93BA05,South_Hub,Premium_Air,3,4,1023.75,2,medium,F,39,2651,1
2CAFE232BE9A,East_Hub,Standard_Sea,6,1,1072.5,4,medium,M,1,1636,0
B0CC10087A35,East_Hub,Ground_Freight,4,4,832.5,3,medium,M,4,5857,0
5092C37BCBC9,West_Hub,Premium_Air,3,1,690.0,5,medium,F,58,2544,1
EBD412F127D8,Central_Port,Premium_Air,3,2,765.0,2,high,M,8,4562,1
3FBB234DBB54,South_Hub,Standard_Sea,7,3,1001.25,4,low,M,7,1384,0
2DEFEC47C201,North_Hub,Ground_Freight,4,4,480.0,6,medium,F,3,5459,0
F1916530DAE6,Central_Port,Standard_Sea,4,1,832.5,3,medium,M,25,2582,1
3D216E1FD032,Central_Port,Premium_Air,3,5,382.5,6,medium,M,3,1341,1
07DB210DA335,South_Hub,Standard_Sea,3,2,903.75,3,medium,F,9,4301,0
234EB90E0826,East_Hub,Ground_Freight,3,5,555.0,3,low,M,4,5919,0
887846B0AA6A,East_Hub,Standard_Sea,2,5,712.5,8,medium,M,11,2976,1
680F612E343A,Central_Port,Standard_Sea,3,2,990.0,3,medium,F,43,3439,1
2A42480087DB,Central_Port,Ground_Freight,3,1,671.25,2,low,M,3,5159,1
8303B606B12C,Central_Port,Standard_Sea,5,1,532.5,6,medium,M,1,4843,1
6FA893BFB00E,North_Hub,Standard_Sea,3,4,367.5,2,low,F,32,1539,1
4A8596A7790B,East_Hub,Standard_Sea,3,4,555.0,3,low,M,56,1550,1
94B036EA1910,Central_Port,Standard_Sea,3,5,1012.5,3,high,F,7,4459,1
914302698973,Central_Port,Ground_Freight,5,3,870.0,7,medium,M,6,5285,1
B1229E69F134,Central_Port,Standard_Sea,4,1,918.75,3,low,M,2,5835,1
4332CD76590D,East_Hub,Ground_Freight,4,1,555.0,3,high,F,23,1814,1
1C49F22F6DE9,East_Hub,Premium_Air,4,3,532.5,4,medium,M,12,1396,1
5246272819CF,South_Hub,Standard_Sea,4,3,656.25,3,low,F,2,5208,0
97541FA225FE,Central_Port,Standard_Sea,4,4,1031.25,5,medium,M,5,1117,0
0315B4020AF3,Central_Port,Ground_Freight,4,2,795.0,3,low,F,3,4555,0
B1BA03E17D6A,North_Hub,Standard_Sea,5,4,667.5,5,low,F,9,4729,1
F492942D2A70,North_Hub,Standard_Sea,6,2,963.75,4,medium,M,2,1012,0
1F80C1E66305,East_Hub,Standard_Sea,3,2,592.5,2,medium,M,9,4881,0
4DCD556F7A07,Central_Port,Standard_Sea,5,5,870.0,3,low,M,4,1716,1
ECF9F7D6812E,Central_Port,Standard_Sea,5,3,941.25,2,low,M,9,4458,0
459EF54B9507,East_Hub,Premium_Air,6,4,911.25,4,low,M,9,1353,1
9DB3FF145235,Central_Port,Premium_Air,5,4,768.75,3,low,F,3,4157,1
871CC51F24E8,West_Hub,Ground_Freight,6,4,768.75,4,low,F,10,1974,1
4EE813262A51,South_Hub,Standard_Sea,4,4,663.75,3,medium,M,23,1142,1
D18B29D80A8B,Central_Port,Standard_Sea,5,4,847.5,5,low,M,47,2240,1
D7D145410C61,Central_Port,Standard_Sea,4,2,922.5,4,medium,M,7,5056,1
E443169117A1,East_Hub,Premium_Air,4,1,877.5,2,medium,F,4,5164,0
EA6DFC7C35C5,West_Hub,Standard_Sea,5,4,990.0,3,medium,M,10,4025,1
72C2A3E487FA,Central_Port,Premium_Air,3,5,656.25,3,high,F,6,5150,0
FC47B34E36F4,South_Hub,Standard_Sea,4,1,517.5,2,low,M,28,1528,1
CD6A2E3D7189,North_Hub,Standard_Sea,4,5,735.0,3,low,F,4,5610,0
A2CC73DEB383,North_Hub,Standard_Sea,3,3,937.5,3,low,F,33,3463,1
BD87645D3999,East_Hub,Premium_Air,6,3,990.0,4,medium,F,6,1622,1
5FCB29B70065,South_Hub,Premium_Air,4,3,900.0,3,low,F,8,4423,0
F8B2F96ED09B,South_Hub,Ground_Freight,3,5,941.25,2,low,F,28,3936,1
D1F3EB45593B,Central_Port,Standard_Sea,4,3,945.0,3,medium,F,7,4852,0
679B3FE58EA4,South_Hub,Ground_Freight,5,5,847.5,3,medium,M,23,2626,1
AA522A6BEECB,West_Hub,Standard_Sea,5,2,888.75,4,low,M,5,5623,1
CC52431A2D5F,South_Hub,Premium_Air,5,3,446.25,2,low,M,8,5290,1
51283FA35597,Central_Port,Ground_Freight,5,3,806.25,3,low,F,2,4731,1
6C16CC05218D,West_Hub,Ground_Freight,4,3,1016.25,2,medium,M,22,2595,1
ECDF40652AEB,Central_Port,Standard_Sea,4,5,633.75,2,low,F,10,4248,0
F3B8F36CEB1A,South_Hub,Standard_Sea,3,2,915.0,2,high,F,9,4142,0
4C97149849C0,South_Hub,Ground_Freight,3,4,975.0,4,low,F,10,4109,0
3B731D7620BF,North_Hub,Standard_Sea,3,3,630.0,3,medium,M,11,1008,1
0A0B723DC39E,South_Hub,Ground_Freight,4,4,1005.0,6,medium,F,3,4834,0
CA306090974E,Central_Port,Standard_Sea,4,5,502.5,3,low,F,1,1008,0
AA0E717E8F3A,East_Hub,Standard_Sea,5,3,787.5,6,low,M,6,4203,1
5728C992E0C0,Central_Port,Standard_Sea,4,2,832.5,3,high,F,9,5337,0
27DCE682E1AD,Central_Port,Ground_Freight,4,3,892.5,2,low,F,1,4051,0
FB4A379D44CA,Central_Port,Premium_Air,4,3,922.5,2,low,M,60,2086,1
40E3295B8DC6,West_Hub,Ground_Freight,4,2,1008.75,2,medium,F,2,4013,1
6C600DBC187C,Central_Port,Standard_Sea,6,5,1155.0,4,low,M,4,1202,0
D1FFA97212D4,North_Hub,Ground_Freight,3,1,1008.75,4,low,F,7,5107,0
26792840BD3B,South_Hub,Standard_Sea,4,2,566.25,3,medium,M,8,4390,1
0C943B6ADF66,Central_Port,Ground_Freight,4,4,1008.75,5,medium,F,2,1473,0
0AC90A7368B5,West_Hub,Standard_Sea,3,2,765.0,3,low,F,8,4586,1
7A3ED03B12B7,Central_Port,Standard_Sea,4,3,536.25,2,medium,M,1,4402,1
3548657B4B4E,East_Hub,Ground_Freight,2,1,487.5,4,medium,F,10,4726,0
6AF6B6D1A985,South_Hub,Standard_Sea,4,3,787.5,3,low,M,9,5556,0
9869A8A3A11A,East_Hub,Standard_Sea,3,4,543.75,8,low,F,24,1594,1
D492B3655CCB,Central_Port,Ground_Freight,4,2,922.5,5,low,M,9,1206,1
2920B9489AA3,South_Hub,Ground_Freight,4,2,975.0,2,low,F,31,2805,1
6E2D4D3A3D4C,Central_Port,Premium_Air,5,4,918.75,5,low,M,6,3592,1
BC0C6C425807,West_Hub,Ground_Freight,3,4,1012.5,6,low,F,7,4098,1
109605B9BD37,Central_Port,Standard_Sea,3,4,1012.5,2,low,M,39,3690,1
82607C98DEC8,Central_Port,Standard_Sea,5,1,600.0,3,medium,F,22,1693,1
408750DA3F14,Central_Port,Premium_Air,5,4,821.25,4,low,F,8,4540,0
D4677F835C20,West_Hub,Standard_Sea,3,1,877.5,4,high,M,6,4942,0
0604CD3138FE,Central_Port,Standard_Sea,5,1,753.75,3,low,F,47,2657,1
D0FCE2877F1A,East_Hub,Standard_Sea,3,3,626.25,2,low,M,6,5101,0
9AC3D96B5B48,North_Hub,Standard_Sea,3,1,772.5,3,high,F,8,4763,1
621CB5D0BDEA,Central_Port,Premium_Air,3,3,858.75,3,low,M,14,2164,1
E0E3FCDFB080,East_Hub,Standard_Sea,3,2,675.0,4,medium,M,55,1165,1
7C67342E1DC9,North_Hub,Standard_Sea,2,1,521.25,2,medium,F,2,4520,1
7FC8B20B4EC5,West_Hub,Standard_Sea,5,1,566.25,4,low,M,5,4549,0
33512007840C,North_Hub,Premium_Air,4,4,1012.5,3,low,M,12,3279,1
A4348AB4A7BF,East_Hub,Standard_Sea,3,4,843.75,4,low,M,10,4460,1
11382B8DE6B4,West_Hub,Standard_Sea,3,4,502.5,4,medium,M,53,1887,1
75A92952CD1D,South_Hub,Standard_Sea,3,5,795.0,4,low,F,9,5791,0
6E0FA02A857E,Central_Port,Standard_Sea,4,4,378.75,5,low,F,8,4192,0
C9BF2018442A,Central_Port,Standard_Sea,3,3,978.75,4,medium,F,4,4307,1
93989D0F14E7,South_Hub,Ground_Freight,3,3,566.25,3,low,F,24,1139,1
D9EAC2F7ABEF,Central_Port,Standard_Sea,3,5,667.5,3,low,F,7,4135,0
8EC5F9F24992,West_Hub,Ground_Freight,5,2,900.0,7,medium,F,57,2708,1
0C1A70E4512E,West_Hub,Standard_Sea,5,4,528.75,3,medium,M,64,1677,1
004C5505872F,West_Hub,Standard_Sea,3,5,791.25,2,medium,F,9,4577,1
82C01CE15B43,South_Hub,Standard_Sea,2,4,510.0,3,low,M,43,1958,1
A860D24F31D8,East_Hub,Standard_Sea,5,2,705.0,3,medium,F,50,3992,1
6903260F1DB7,Central_Port,Standard_Sea,3,1,757.5,2,medium,F,7,4506,1
DD4BDBCED5AB,Central_Port,Standard_Sea,4,1,795.0,2,medium,M,4,4969,0
FB15ED71F582,West_Hub,Standard_Sea,5,4,832.5,3,medium,F,10,4663,0
402AD93001CE,North_Hub,Standard_Sea,4,4,997.5,3,low,M,10,5221,0
81EA96707FB0,North_Hub,Ground_Freight,3,5,622.5,3,low,F,1,1366,1
ED909F604792,West_Hub,Standard_Sea,3,5,536.25,2,low,M,17,1422,1
05EE8853268C,South_Hub,Premium_Air,3,1,746.25,6,medium,F,7,4805,0
C7F4F146491D,North_Hub,Standard_Sea,5,4,1012.5,2,high,F,43,2971,1
1AF49351B7E3,North_Hub,Standard_Sea,6,4,1016.25,4,low,F,6,1091,0
05A721545ECD,North_Hub,Premium_Air,3,1,390.0,4,low,F,9,5211,1
B2B786F78DDB,East_Hub,Standard_Sea,5,5,656.25,6,low,F,2,4883,1
30577C46E262,North_Hub,Standard_Sea,3,2,592.5,7,medium,M,10,4244,1
19467C37DFDD,West_Hub,Premium_Air,4,5,630.0,4,medium,F,4,4776,1
FF809AFCCAF2,North_Hub,Standard_Sea,5,4,956.25,6,low,M,4,1255,1
0474319403E9,Central_Port,Standard_Sea,3,1,750.0,2,medium,M,8,4337,0
CFEEDAFFF74C,West_Hub,Premium_Air,4,1,506.25,4,low,F,5,5934,0
6EDF2E2CBC79,North_Hub,Premium_Air,5,2,873.75,3,medium,F,10,4233,1
9028DCE6614E,Central_Port,Standard_Sea,2,4,956.25,3,low,F,55,1663,1
9646F275F10A,Central_Port,Standard_Sea,4,5,813.75,3,low,F,3,5380,1
BCA06EC2F99B,East_Hub,Standard_Sea,5,4,1020.0,2,low,F,1,5983,1
06507E7711AC,West_Hub,Standard_Sea,5,5,1031.25,6,low,M,1,1507,0
BF0D3C01D1F2,North_Hub,Standard_Sea,4,3,738.75,4,medium,M,9,4429,0
11B0147CAC18,North_Hub,Standard_Sea,3,3,941.25,2,low,M,3,5168,0
BE02A0322C46,North_Hub,Standard_Sea,4,4,821.25,3,medium,M,10,4947,0
4E12486C3A0F,Central_Port,Standard_Sea,4,4,630.0,3,medium,M,53,1782,1
6F9A9C5AA19F,East_Hub,Standard_Sea,4,1,765.0,2,low,M,7,5795,0
A580F210E5E6,North_Hub,Ground_Freight,5,4,873.75,3,low,M,8,5076,1
B1BC831DEFF1,South_Hub,Standard_Sea,5,3,543.75,3,medium,M,1,5783,1
44F01AC3F155,West_Hub,Standard_Sea,6,3,975.0,4,low,F,10,1140,0
0920E5E9BC02,East_Hub,Standard_Sea,4,5,555.0,3,medium,F,5,5216,0
C05562111BB2,East_Hub,Standard_Sea,3,1,615.0,3,medium,F,9,1803,1
59AE69C1396F,Central_Port,Standard_Sea,5,4,832.5,3,low,M,7,5340,0
A73B320DC0D3,North_Hub,Ground_Freight,5,3,798.75,4,medium,F,50,2003,1
959D6171B513,East_Hub,Standard_Sea,3,3,682.5,4,low,M,7,1869,1
00E942BBDF53,West_Hub,Standard_Sea,7,3,1158.75,4,low,F,1,1290,1
6B6803D3F23F,South_Hub,Standard_Sea,3,5,937.5,4,low,F,11,3464,1
C0D8A9A230E1,West_Hub,Ground_Freight,6,5,918.75,4,low,M,3,1716,0
D2D8F9273E06,West_Hub,Standard_Sea,6,3,840.0,6,high,M,8,5661,0
A91B21E23DD3,West_Hub,Standard_Sea,3,3,607.5,3,low,M,3,1693,1
B3BAD974ED01,Central_Port,Standard_Sea,4,2,997.5,2,low,F,8,5516,0
D6D824ABBA4A,West_Hub,Standard_Sea,3,3,558.75,2,medium,M,18,1225,1
E8FF748E5A93,North_Hub,Standard_Sea,3,3,862.5,3,low,M,4,4018,1
4DDC4754C625,South_Hub,Standard_Sea,4,3,750.0,4,low,F,10,4291,1
B28BB581F28C,Central_Port,Ground_Freight,4,2,783.75,2,medium,F,9,5131,0
2036F83CE71F,Central_Port,Premium_Air,4,4,840.0,5,low,F,9,4902,1
92414E34DED3,Central_Port,Standard_Sea,4,3,1020.0,3,low,F,4,5654,0
77F168465839,North_Hub,Standard_Sea,3,5,603.75,3,low,F,10,5663,1
2334B98BCB4A,Central_Port,Standard_Sea,4,4,753.75,5,medium,M,3,5901,1
B4AAE044CA25,Central_Port,Ground_Freight,4,3,510.0,3,low,M,6,4911,1
000F21AC06AC,South_Hub,Standard_Sea,3,2,945.0,4,low,M,29,2353,1
42A8D1042465,West_Hub,Standard_Sea,3,4,870.0,3,low,F,6,4050,0
B6BC077D6675,West_Hub,Standard_Sea,4,5,731.25,5,medium,F,10,3537,1
7CA2552FFD0E,South_Hub,Premium_Air,5,1,1012.5,2,high,M,10,5360,0
4C5F7D519704,East_Hub,Standard_Sea,3,3,776.25,10,low,F,7,4423,0
97A6D21DF7C5,North_Hub,Standard_Sea,3,1,611.25,4,low,F,20,1940,1
FC5101A7F55D,Central_Port,Standard_Sea,4,1,858.75,3,medium,F,20,2891,1
4FBB9CF6972A,Central_Port,Ground_Freight,5,5,618.75,3,medium,F,32,1798,1
27E1615212F3,Central_Port,Premium_Air,5,4,551.25,3,medium,M,23,1132,1
3849BA084DA2,South_Hub,Premium_Air,4,1,1008.75,3,medium,F,23,3652,1
6D43C88D47F1,Central_Port,Ground_Freight,7,1,1035.0,4,low,F,8,1560,1
